Purchase date,Holiday,Sales channel,Payment method,Product category,Product type,Product identifier,Base price,Discount,Clearance,Promotion
2019-11-14,non-holiday,Online,Debit,Accessories,Belt,b01,13.56,0,False,False
2019-11-14,non-holiday,Online,Credit,Shoes,Womens casual shoes,wcs02,62.88,0,False,False
2019-11-14,non-holiday,Online,PPal,Clothing,Mens top,mt02,44.03,25,False,False
2019-11-14,non-holiday,Online,Debit,Clothing,Mens top,mt04,32.12,20,False,False
2019-11-14,non-holiday,In-store,Debit,Clothing,Womens jeans,wj02,52.23,0,False,False
2019-11-14,non-holiday,In-store,Cash,Clothing,Mens jeans,mj01,35.14,50,True,False
2019-11-14,non-holiday,Online,Credit,Clothing,Womens jeans,wj06,96.18,50,False,False
2019-11-14,non-holiday,Online,Credit,Shoes,Womens casual shoes,wcs04,39.0,40,False,False
2019-11-14,non-holiday,In-store,APay,Clothing,Womens jeans,wj04,41.3,0,False,False
2019-11-14,non-holiday,Online,PPal,Shoes,Mens casual shoes,mcs02,52.89,50,False,False
2019-11-14,non-holiday,Online,Credit,Accessories,Belt,b01,13.56,5,False,False
2019-11-14,non-holiday,Online,Credit,Clothing,Mens jeans,mj05,31.59,0,False,False
2019-11-14,non-holiday,In-store,Cash,Clothing,Womens jeans,wj04,41.3,0,False,False
2019-11-14,non-holiday,Online,Credit,Shoes,Womens casual shoes,wcs07,33.88,0,False,False
2019-11-14,non-holiday,Online,Credit,Shoes,Mens dress shoes,mds02,67.21,25,False,False
2019-11-14,non-holiday,Online,Debit,Clothing,Womens top,wt01,35.11,10,False,False
2019-11-14,non-holiday,Online,Credit,Clothing,Womens top,wt01,35.11,25,False,False
2019-11-14,non-holiday,Online,Debit,Shoes,Womens casual shoes,wcs07,33.88,25,False,False
2019-11-14,non-holiday,Online,Credit,Clothing,Womens jeans,wj02,52.23,30,False,False
2019-11-14,non-holiday,In-store,Credit,Clothing,Womens jeans,wj06,96.18,30,False,True
2019-11-14,non-holiday,In-store,Debit,Shoes,Mens dress shoes,mds01,110.75,20,False,True
2019-11-14,non-holiday,In-store,Cash,Clothing,Womens top,wt01,35.11,50,False,True
2019-11-14,non-holiday,Online,Debit,Shoes,Mens casual shoes,mcs02,52.89,0,False,False
2019-11-14,non-holiday,In-store,Credit,Clothing,Womens top,wt01,35.11,75,True,True
2019-11-14,non-holiday,Online,Credit,Shoes,Womens dress shoes,wds03,47.38,0,False,False
2019-11-14,non-holiday,Online,Credit,Clothing,Womens top,wt01,35.11,0,False,False
2019-11-14,non-holiday,In-store,Credit,Clothing,Mens jeans,mj01,35.14,40,False,True
2019-11-14,non-holiday,Online,PPal,Clothing,Womens top,wt01,35.11,0,False,False
2019-11-14,non-holiday,In-store,Credit,Clothing,Womens top,wt01,35.11,40,False,False
2019-11-14,non-holiday,In-store,Cash,Clothing,Womens top,wt01,35.11,20,False,False
2019-11-14,non-holiday,Online,Credit,Shoes,Mens casual shoes,mcs02,52.89,25,False,False
2019-11-14,non-holiday,In-store,Cash,Clothing,Womens jeans,wj02,52.23,0,False,False
2019-11-14,non-holiday,In-store,Credit,Clothing,Mens top,mt04,32.12,0,False,False
2019-11-14,non-holiday,Online,Credit,Clothing,Womens jeans,wj02,52.23,10,False,False
2019-11-14,non-holiday,In-store,Credit,Accessories,Belt,b01,13.56,30,False,False
2019-11-14,non-holiday,Online,Debit,Shoes,Mens dress shoes,mds02,67.21,30,False,False
2019-11-14,non-holiday,Online,Credit,Accessories,Belt,b01,13.56,20,False,False
2019-11-14,non-holiday,Online,Credit,Shoes,Womens dress shoes,wds01,86.84,0,False,False
2019-11-14,non-holiday,Online,PPal,Clothing,Womens jeans,wj02,52.23,0,False,False
2019-11-14,non-holiday,In-store,Credit,Clothing,Mens top,mt04,32.12,50,False,True
2019-11-14,non-holiday,Online,PPal,Clothing,Mens top,mt07,34.84,40,False,False
2019-11-14,non-holiday,In-store,GPay,Clothing,Mens top,mt07,34.84,0,False,False
2019-11-14,non-holiday,In-store,GPay,Shoes,Mens casual shoes,mcs02,52.89,50,False,False
2019-11-14,non-holiday,In-store,Credit,Clothing,Mens jeans,mj03,78.09,15,False,False
2019-11-14,non-holiday,In-store,Debit,Clothing,Womens jeans,wj06,96.18,50,False,True
2019-11-14,non-holiday,Online,Debit,Clothing,Mens jeans,mj05,31.59,0,False,False
2019-11-14,non-holiday,Online,Credit,Shoes,Mens dress shoes,mds02,67.21,0,False,False
2019-11-14,non-holiday,Online,Debit,Shoes,Mens dress shoes,mds02,67.21,0,False,False
2019-11-14,non-holiday,Online,Credit,Clothing,Mens top,mt04,32.12,25,False,False
2019-11-14,non-holiday,Online,Credit,Clothing,Womens jeans,wj12,51.99,20,False,False
2019-11-14,non-holiday,Online,Credit,Clothing,Womens top,wt01,35.11,0,False,False
2019-11-14,non-holiday,In-store,Cash,Shoes,Mens dress shoes,mds02,67.21,0,False,False
2019-11-14,non-holiday,Online,PPal,Shoes,Womens casual shoes,wcs03,80.16,0,False,False
2019-11-14,non-holiday,Online,Credit,Accessories,Purse,p06,73.82,0,False,False
2019-11-14,non-holiday,Online,PPal,Clothing,Womens jeans,wj02,52.23,15,False,False
2019-11-14,non-holiday,In-store,Cash,Clothing,Womens top,wt01,35.11,75,False,False
2019-11-14,non-holiday,Online,Credit,Clothing,Womens jeans,wj04,41.3,25,False,False
2019-11-14,non-holiday,Online,Credit,Shoes,Womens casual shoes,wcs02,62.88,0,False,False
2019-11-14,non-holiday,Online,Debit,Clothing,Mens top,mt04,32.12,20,False,False
2019-11-14,non-holiday,Online,Credit,Shoes,Womens dress shoes,wds03,47.38,50,False,False
2019-11-14,non-holiday,Online,Debit,Clothing,Mens jeans,mj03,78.09,75,False,False
2019-11-14,non-holiday,In-store,Debit,Shoes,Mens dress shoes,mds02,67.21,0,False,False
2019-11-14,non-holiday,Online,Credit,Accessories,Purse,p06,73.82,0,False,False
2019-11-14,non-holiday,Online,Credit,Shoes,Mens casual shoes,mcs02,52.89,0,False,False
2019-11-14,non-holiday,Online,Credit,Clothing,Mens top,mt07,34.84,0,False,False
2019-11-14,non-holiday,In-store,Cash,Shoes,Mens dress shoes,mds02,67.21,10,False,True
2019-11-14,non-holiday,In-store,Cash,Clothing,Womens jeans,wj04,41.3,0,False,False
2019-11-14,non-holiday,Online,PPal,Shoes,Womens casual shoes,wcs07,33.88,25,False,False
2019-11-14,non-holiday,In-store,Credit,Accessories,Belt,b03,14.14,25,False,False
2019-11-14,non-holiday,In-store,Credit,Clothing,Womens jeans,wj12,51.99,50,False,False
2019-11-14,non-holiday,In-store,Cash,Clothing,Mens top,mt04,32.12,0,False,False
2019-11-14,non-holiday,Online,Credit,Clothing,Womens top,wt01,35.11,0,False,False
2019-11-14,non-holiday,Online,PPal,Clothing,Womens jeans,wj03,75.85,0,False,False
2019-11-14,non-holiday,Online,Credit,Clothing,Mens jeans,mj07,52.72,40,False,False
2019-11-14,non-holiday,In-store,APay,Clothing,Mens jeans,mj01,35.14,0,False,False
2019-11-14,non-holiday,Online,Credit,Shoes,Womens dress shoes,wds03,47.38,25,False,False
2019-11-14,non-holiday,Online,PPal,Clothing,Womens jeans,wj02,52.23,0,False,False
2019-11-14,non-holiday,In-store,Credit,Clothing,Mens jeans,mj05,31.59,0,False,False
2019-11-14,non-holiday,Online,Credit,Accessories,Belt,b03,14.14,0,False,False
2019-11-14,non-holiday,In-store,Cash,Clothing,Mens top,mt07,34.84,0,False,False
2019-11-14,non-holiday,Online,Debit,Clothing,Mens jeans,mj07,52.72,0,False,False
2019-11-14,non-holiday,In-store,Debit,Shoes,Womens casual shoes,wcs07,33.88,15,False,True
2019-11-14,non-holiday,Online,PPal,Clothing,Womens top,wt01,35.11,75,True,False
2019-11-14,non-holiday,Online,Credit,Clothing,Womens top,wt01,35.11,0,False,False
2019-11-14,non-holiday,In-store,Cash,Clothing,Mens jeans,mj07,52.72,0,False,False
2019-11-14,non-holiday,Online,PPal,Clothing,Womens jeans,wj04,41.3,10,False,False
2019-11-14,non-holiday,Online,Debit,Shoes,Mens casual shoes,mcs01,67.39,0,False,False
2019-11-14,non-holiday,Online,Credit,Clothing,Mens jeans,mj04,41.22,0,False,False
2019-11-14,non-holiday,Online,Debit,Shoes,Mens casual shoes,mcs02,52.89,0,False,False
2019-11-14,non-holiday,Online,Credit,Clothing,Mens jeans,mj05,31.59,0,False,False
2019-11-14,non-holiday,Online,Credit,Clothing,Womens jeans,wj06,96.18,40,False,False
2019-11-14,non-holiday,Online,Credit,Clothing,Mens jeans,mj07,52.72,0,False,False
2019-11-14,non-holiday,Online,PPal,Clothing,Mens jeans,mj04,41.22,25,False,False
2019-11-14,non-holiday,Online,Credit,Shoes,Womens casual shoes,wcs04,39.0,0,False,False
2019-11-14,non-holiday,Online,Credit,Clothing,Mens jeans,mj07,52.72,0,False,False
2019-11-14,non-holiday,Online,Credit,Shoes,Womens casual shoes,wcs03,80.16,25,False,False
2019-11-14,non-holiday,Online,Debit,Clothing,Womens top,wt01,35.11,0,False,False
2019-11-14,non-holiday,Online,Debit,Clothing,Mens top,mt04,32.12,50,False,False
2019-11-14,non-holiday,In-store,Cash,Clothing,Womens jeans,wj04,41.3,25,False,True
2019-11-14,non-holiday,Online,Credit,Shoes,Womens casual shoes,wcs01,44.62,0,False,False
2019-11-14,non-holiday,Online,Credit,Clothing,Mens jeans,mj07,52.72,15,False,False
2019-11-14,non-holiday,Online,Credit,Clothing,Womens top,wt01,35.11,0,False,False
2019-11-15,non-holiday,Online,Credit,Clothing,Mens top,mt04,32.12,30,False,False
2019-11-15,non-holiday,In-store,Cash,Clothing,Mens top,mt07,34.84,0,False,False
2019-11-15,non-holiday,Online,PPal,Clothing,Mens jeans,mj10,37.18,50,True,False
2019-11-15,non-holiday,Online,Debit,Clothing,Mens jeans,mj04,41.22,0,False,False
2019-11-15,non-holiday,Online,Credit,Clothing,Womens top,wt01,35.11,75,True,False
2019-11-15,non-holiday,In-store,Credit,Clothing,Womens top,wt01,35.11,0,False,False
2019-11-15,non-holiday,Online,PPal,Clothing,Mens jeans,mj07,52.72,0,False,False
2019-11-15,non-holiday,In-store,Debit,Clothing,Mens jeans,mj01,35.14,0,False,False
2019-11-15,non-holiday,In-store,Credit,Clothing,Mens jeans,mj04,41.22,10,False,True
2019-11-15,non-holiday,Online,Credit,Shoes,Mens casual shoes,mcs02,52.89,0,False,False
2019-11-15,non-holiday,In-store,APay,Clothing,Womens top,wt01,35.11,40,False,True
2019-11-15,non-holiday,Online,Debit,Clothing,Womens jeans,wj06,96.18,75,True,False
2019-11-15,non-holiday,Online,Credit,Clothing,Womens jeans,wj02,52.23,0,False,False
2019-11-15,non-holiday,Online,Debit,Clothing,Mens top,mt07,34.84,0,False,False
2019-11-15,non-holiday,Online,Debit,Clothing,Mens jeans,mj05,31.59,30,False,False
2019-11-15,non-holiday,Online,PPal,Shoes,Womens casual shoes,wcs04,39.0,10,False,False
2019-11-15,non-holiday,Online,Debit,Clothing,Womens top,wt01,35.11,0,False,False
2019-11-15,non-holiday,In-store,Debit,Clothing,Womens top,wt01,35.11,25,False,True
2019-11-15,non-holiday,Online,PPal,Clothing,Womens jeans,wj02,52.23,20,False,False
2019-11-15,non-holiday,Online,Credit,Clothing,Womens top,wt01,35.11,10,False,False
2019-11-15,non-holiday,Online,Credit,Shoes,Mens dress shoes,mds02,67.21,20,False,False
2019-11-15,non-holiday,In-store,Debit,Shoes,Womens casual shoes,wcs04,39.0,0,False,False
2019-11-15,non-holiday,Online,Credit,Shoes,Mens dress shoes,mds01,110.75,5,False,False
2019-11-15,non-holiday,Online,Credit,Shoes,Womens casual shoes,wcs10,44.55,0,False,False
2019-11-15,non-holiday,Online,Credit,Clothing,Womens top,wt01,35.11,50,True,False
2019-11-15,non-holiday,Online,Credit,Clothing,Womens jeans,wj03,75.85,0,False,False
2019-11-15,non-holiday,In-store,Cash,Clothing,Womens jeans,wj04,41.3,50,True,False
2019-11-15,non-holiday,Online,Credit,Clothing,Mens top,mt04,32.12,0,False,False
2019-11-15,non-holiday,Online,Credit,Clothing,Womens top,wt01,35.11,15,False,False
2019-11-15,non-holiday,Online,Credit,Clothing,Womens top,wt01,35.11,0,False,False
2019-11-15,non-holiday,Online,Credit,Shoes,Mens dress shoes,mds01,110.75,0,False,False
2019-11-15,non-holiday,Online,Credit,Clothing,Mens top,mt04,32.12,0,False,False
2019-11-15,non-holiday,In-store,Credit,Clothing,Womens top,wt01,35.11,0,False,False
2019-11-15,non-holiday,Online,Credit,Clothing,Mens jeans,mj05,31.59,0,False,False
2019-11-15,non-holiday,Online,Credit,Clothing,Womens jeans,wj04,41.3,0,False,False
2019-11-15,non-holiday,Online,Debit,Shoes,Womens casual shoes,wcs07,33.88,0,False,False
2019-11-15,non-holiday,In-store,Credit,Shoes,Womens casual shoes,wcs07,33.88,0,False,False
2019-11-15,non-holiday,Online,Credit,Shoes,Womens casual shoes,wcs05,101.35,0,False,False
2019-11-15,non-holiday,In-store,Credit,Clothing,Mens jeans,mj03,78.09,0,False,False
2019-11-15,non-holiday,Online,PPal,Shoes,Mens casual shoes,mcs01,67.39,20,False,False
2019-11-15,non-holiday,Online,Credit,Shoes,Mens dress shoes,mds02,67.21,25,False,False
2019-11-15,non-holiday,Online,Credit,Clothing,Mens jeans,mj04,41.22,0,False,False
2019-11-15,non-holiday,Online,PPal,Shoes,Mens dress shoes,mds01,110.75,0,False,False
2019-11-15,non-holiday,Online,Credit,Clothing,Mens jeans,mj04,41.22,0,False,False
2019-11-15,non-holiday,In-store,Credit,Clothing,Mens jeans,mj01,35.14,0,False,False
2019-11-15,non-holiday,In-store,Cash,Clothing,Womens jeans,wj04,41.3,20,False,False
2019-11-15,non-holiday,Online,Credit,Clothing,Womens jeans,wj02,52.23,0,False,False
2019-11-15,non-holiday,In-store,Credit,Clothing,Womens jeans,wj05,103.24,0,False,False
2019-11-15,non-holiday,Online,Credit,Clothing,Mens jeans,mj04,41.22,0,False,False
2019-11-15,non-holiday,In-store,Cash,Shoes,Mens casual shoes,mcs02,52.89,50,False,False
2019-11-15,non-holiday,Online,Credit,Clothing,Mens jeans,mj04,41.22,50,True,False
2019-11-15,non-holiday,In-store,Credit,Clothing,Womens top,wt01,35.11,10,False,True
2019-11-15,non-holiday,In-store,Cash,Clothing,Mens top,mt04,32.12,0,False,False
2019-11-15,non-holiday,In-store,Cash,Clothing,Mens jeans,mj01,35.14,50,False,False
2019-11-15,non-holiday,Online,Credit,Clothing,Mens jeans,mj04,41.22,20,False,False
2019-11-15,non-holiday,Online,Credit,Clothing,Mens jeans,mj05,31.59,50,False,False
2019-11-15,non-holiday,Online,Credit,Shoes,Mens casual shoes,mcs02,52.89,0,False,False
2019-11-15,non-holiday,Online,Credit,Clothing,Mens jeans,mj01,35.14,0,False,False
2019-11-15,non-holiday,Online,Credit,Shoes,Womens casual shoes,wcs01,44.62,30,False,False
2019-11-15,non-holiday,Online,Credit,Clothing,Mens top,mt04,32.12,0,False,False
2019-11-15,non-holiday,In-store,Cash,Clothing,Womens top,wt01,35.11,25,False,True
2019-11-15,non-holiday,Online,PPal,Clothing,Womens top,wt01,35.11,0,False,False
2019-11-15,non-holiday,In-store,Credit,Clothing,Womens jeans,wj06,96.18,0,False,False
2019-11-15,non-holiday,Online,PPal,Clothing,Womens jeans,wj04,41.3,0,False,False
2019-11-15,non-holiday,Online,Credit,Clothing,Womens top,wt01,35.11,50,False,False
2019-11-15,non-holiday,Online,Credit,Clothing,Womens top,wt01,35.11,0,False,False
2019-11-15,non-holiday,In-store,Cash,Clothing,Mens jeans,mj07,52.72,0,False,False
2019-11-15,non-holiday,In-store,Credit,Accessories,Purse,p06,73.82,40,False,False
2019-11-15,non-holiday,Online,Debit,Clothing,Womens jeans,wj03,75.85,40,False,False
2019-11-15,non-holiday,Online,PPal,Shoes,Mens casual shoes,mcs02,52.89,15,False,False
2019-11-15,non-holiday,Online,Credit,Shoes,Mens dress shoes,mds02,67.21,20,False,False
2019-11-15,non-holiday,Online,Debit,Shoes,Mens casual shoes,mcs02,52.89,15,False,False
2019-11-15,non-holiday,Online,PPal,Clothing,Mens top,mt04,32.12,20,False,False
2019-11-15,non-holiday,In-store,Cash,Clothing,Womens jeans,wj02,52.23,0,False,False
2019-11-15,non-holiday,Online,PPal,Accessories,Belt,b01,13.56,25,False,False
2019-11-15,non-holiday,Online,Credit,Shoes,Mens dress shoes,mds01,110.75,50,False,False
2019-11-15,non-holiday,In-store,Credit,Clothing,Womens top,wt01,35.11,75,False,False
2019-11-15,non-holiday,In-store,Credit,Clothing,Womens top,wt01,35.11,75,True,True
2019-11-15,non-holiday,In-store,Cash,Clothing,Mens top,mt08,38.7,0,False,False
2019-11-15,non-holiday,Online,Credit,Clothing,Womens top,wt01,35.11,50,True,False
2019-11-15,non-holiday,In-store,Credit,Shoes,Mens dress shoes,mds02,67.21,0,False,False
2019-11-15,non-holiday,In-store,Credit,Clothing,Mens jeans,mj05,31.59,30,False,True
2019-11-15,non-holiday,Online,Credit,Shoes,Mens casual shoes,mcs02,52.89,30,False,False
2019-11-15,non-holiday,Online,Credit,Clothing,Mens jeans,mj05,31.59,40,False,False
2019-11-15,non-holiday,In-store,Credit,Shoes,Womens casual shoes,wcs07,33.88,0,False,False
2019-11-15,non-holiday,In-store,Credit,Clothing,Mens jeans,mj07,52.72,0,False,False
2019-11-15,non-holiday,Online,Credit,Accessories,Purse,p06,73.82,0,False,False
2019-11-15,non-holiday,Online,Credit,Clothing,Mens jeans,mj04,41.22,0,False,False
2019-11-15,non-holiday,In-store,Cash,Clothing,Mens top,mt04,32.12,25,False,False
2019-11-15,non-holiday,Online,Credit,Clothing,Womens jeans,wj02,52.23,50,False,False
2019-11-15,non-holiday,In-store,Debit,Clothing,Womens jeans,wj04,41.3,0,False,False
2019-11-15,non-holiday,Online,Credit,Shoes,Mens casual shoes,mcs01,67.39,40,False,False
2019-11-15,non-holiday,In-store,Cash,Shoes,Mens dress shoes,mds01,110.75,0,False,False
2019-11-15,non-holiday,Online,Credit,Accessories,Belt,b03,14.14,15,False,False
2019-11-15,non-holiday,Online,Credit,Shoes,Mens dress shoes,mds01,110.75,0,False,False
2019-11-15,non-holiday,Online,Credit,Clothing,Womens jeans,wj02,52.23,10,False,False
2019-11-15,non-holiday,Online,Credit,Clothing,Mens jeans,mj05,31.59,10,False,False
2019-11-15,non-holiday,Online,Credit,Clothing,Mens top,mt04,32.12,30,False,False
2019-11-15,non-holiday,Online,Credit,Clothing,Womens jeans,wj04,41.3,40,False,False
2019-11-15,non-holiday,Online,Credit,Accessories,Belt,b02,25.34,0,False,False
2019-11-15,non-holiday,Online,Credit,Clothing,Mens top,mt07,34.84,20,False,False
2019-11-15,non-holiday,In-store,Debit,Clothing,Mens top,mt04,32.12,0,False,False
2019-11-15,non-holiday,Online,Credit,Clothing,Mens jeans,mj05,31.59,0,False,False
2019-11-15,non-holiday,In-store,Cash,Clothing,Mens jeans,mj07,52.72,0,False,False
2019-11-15,non-holiday,In-store,Cash,Clothing,Womens top,wt01,35.11,25,False,False
2019-11-15,non-holiday,Online,Credit,Clothing,Mens top,mt04,32.12,0,False,False
2019-11-15,non-holiday,Online,Credit,Clothing,Womens top,wt01,35.11,25,False,False
2019-11-15,non-holiday,Online,PPal,Shoes,Womens dress shoes,wds03,47.38,0,False,False
2019-11-15,non-holiday,In-store,Cash,Clothing,Mens top,mt04,32.12,0,False,False
2019-11-15,non-holiday,Online,Credit,Accessories,Belt,b01,13.56,25,False,False
2019-11-15,non-holiday,Online,Credit,Clothing,Womens top,wt01,35.11,0,False,False
2019-11-15,non-holiday,In-store,Credit,Clothing,Womens top,wt01,35.11,0,False,False
2019-11-15,non-holiday,In-store,Cash,Accessories,Belt,b01,13.56,0,False,False
2019-11-15,non-holiday,Online,Credit,Clothing,Womens jeans,wj12,51.99,50,True,False
2019-11-15,non-holiday,In-store,GPay,Clothing,Womens jeans,wj03,75.85,0,False,False
2019-11-15,non-holiday,Online,Debit,Clothing,Womens top,wt01,35.11,0,False,False
2019-11-15,non-holiday,In-store,Cash,Shoes,Mens casual shoes,mcs02,52.89,75,True,True
2019-11-15,non-holiday,Online,Debit,Clothing,Womens jeans,wj03,75.85,50,False,False
2019-11-15,non-holiday,In-store,GPay,Clothing,Mens jeans,mj05,31.59,0,False,False
2019-11-15,non-holiday,In-store,Cash,Accessories,Belt,b04,24.68,75,False,False
2019-11-15,non-holiday,Online,Credit,Shoes,Mens casual shoes,mcs01,67.39,0,False,False
2019-11-15,non-holiday,In-store,GPay,Shoes,Mens casual shoes,mcs02,52.89,0,False,False
2019-11-15,non-holiday,In-store,Credit,Clothing,Womens jeans,wj02,52.23,0,False,False
2019-11-15,non-holiday,Online,Credit,Clothing,Womens jeans,wj04,41.3,0,False,False
2019-11-15,non-holiday,Online,Credit,Clothing,Mens jeans,mj07,52.72,25,False,False
2019-11-15,non-holiday,In-store,Cash,Clothing,Womens jeans,wj03,75.85,25,False,False
2019-11-15,non-holiday,Online,Credit,Clothing,Womens jeans,wj04,41.3,5,False,False
2019-11-15,non-holiday,In-store,Cash,Clothing,Womens jeans,wj07,65.91,0,False,False
2019-11-15,non-holiday,In-store,Debit,Clothing,Womens top,wt01,35.11,0,False,False
2019-11-15,non-holiday,Online,Credit,Clothing,Mens top,mt04,32.12,10,False,False
2019-11-15,non-holiday,In-store,Debit,Clothing,Mens jeans,mj04,41.22,0,False,False
2019-11-15,non-holiday,Online,Credit,Clothing,Womens top,wt01,35.11,5,False,False
2019-11-15,non-holiday,In-store,Cash,Shoes,Mens casual shoes,mcs02,52.89,0,False,False
2019-11-15,non-holiday,Online,Credit,Clothing,Mens top,mt04,32.12,25,False,False
2019-11-15,non-holiday,Online,Credit,Accessories,Belt,b03,14.14,0,False,False
2019-11-15,non-holiday,Online,Credit,Clothing,Womens jeans,wj12,51.99,0,False,False
2019-11-15,non-holiday,Online,Credit,Clothing,Womens jeans,wj04,41.3,0,False,False
2019-11-16,non-holiday,Online,Credit,Clothing,Womens jeans,wj06,96.18,0,False,False
2019-11-16,non-holiday,Online,Credit,Clothing,Mens top,mt04,32.12,50,False,False
2019-11-16,non-holiday,Online,PPal,Clothing,Mens jeans,mj07,52.72,0,False,False
2019-11-16,non-holiday,Online,Credit,Clothing,Womens jeans,wj02,52.23,5,False,False
2019-11-16,non-holiday,In-store,Credit,Shoes,Mens dress shoes,mds01,110.75,0,False,False
2019-11-16,non-holiday,Online,Credit,Clothing,Womens top,wt01,35.11,0,False,False
2019-11-16,non-holiday,In-store,Cash,Clothing,Womens jeans,wj04,41.3,0,False,False
2019-11-16,non-holiday,Online,Credit,Clothing,Womens top,wt01,35.11,15,False,False
2019-11-16,non-holiday,In-store,Credit,Clothing,Womens jeans,wj04,41.3,10,False,True
2019-11-16,non-holiday,Online,Credit,Accessories,Purse,p06,73.82,25,False,False
2019-11-16,non-holiday,In-store,Credit,Clothing,Mens top,mt04,32.12,0,False,False
2019-11-16,non-holiday,Online,Credit,Clothing,Mens top,mt02,44.03,30,False,False
2019-11-16,non-holiday,In-store,Credit,Accessories,Purse,p06,73.82,10,False,False
2019-11-16,non-holiday,Online,Credit,Accessories,Belt,b02,25.34,0,False,False
2019-11-16,non-holiday,Online,Credit,Clothing,Womens top,wt01,35.11,0,False,False
2019-11-16,non-holiday,In-store,Cash,Clothing,Mens jeans,mj05,31.59,25,False,True
2019-11-16,non-holiday,In-store,Credit,Clothing,Womens jeans,wj07,65.91,15,False,True
2019-11-16,non-holiday,In-store,Cash,Clothing,Mens jeans,mj07,52.72,0,False,False
2019-11-16,non-holiday,In-store,Cash,Clothing,Mens jeans,mj04,41.22,75,True,False
2019-11-16,non-holiday,Online,PPal,Shoes,Mens casual shoes,mcs01,67.39,0,False,False
2019-11-16,non-holiday,In-store,Cash,Clothing,Womens top,wt01,35.11,40,False,True
2019-11-16,non-holiday,In-store,Debit,Clothing,Womens jeans,wj02,52.23,30,False,True
2019-11-16,non-holiday,Online,Credit,Accessories,Belt,b03,14.14,40,False,False
2019-11-16,non-holiday,In-store,Debit,Clothing,Mens jeans,mj05,31.59,25,False,False
2019-11-16,non-holiday,Online,Credit,Shoes,Womens dress shoes,wds03,47.38,50,True,False
2019-11-16,non-holiday,In-store,Cash,Clothing,Mens top,mt08,38.7,0,False,False
2019-11-16,non-holiday,Online,Credit,Shoes,Mens dress shoes,mds02,67.21,50,True,False
2019-11-16,non-holiday,Online,Debit,Clothing,Mens jeans,mj07,52.72,0,False,False
2019-11-16,non-holiday,In-store,Credit,Clothing,Mens jeans,mj05,31.59,50,True,True
2019-11-16,non-holiday,In-store,Cash,Shoes,Mens casual shoes,mcs02,52.89,50,False,False
2019-11-16,non-holiday,Online,Credit,Shoes,Womens casual shoes,wcs04,39.0,75,True,False
2019-11-16,non-holiday,Online,Credit,Accessories,Belt,b01,13.56,0,False,False
2019-11-16,non-holiday,Online,Credit,Clothing,Mens top,mt04,32.12,10,False,False
2019-11-16,non-holiday,Online,Credit,Clothing,Womens top,wt01,35.11,15,False,False
2019-11-16,non-holiday,In-store,Credit,Shoes,Mens casual shoes,mcs02,52.89,0,False,False
2019-11-16,non-holiday,In-store,Credit,Shoes,Womens dress shoes,wds01,86.84,0,False,False
2019-11-16,non-holiday,In-store,Credit,Shoes,Womens casual shoes,wcs04,39.0,75,True,False
2019-11-16,non-holiday,In-store,Cash,Shoes,Womens casual shoes,wcs03,80.16,0,False,False
2019-11-16,non-holiday,Online,Debit,Clothing,Mens top,mt04,32.12,0,False,False
2019-11-16,non-holiday,Online,Debit,Clothing,Womens jeans,wj02,52.23,40,False,False
2019-11-16,non-holiday,In-store,Credit,Clothing,Womens jeans,wj02,52.23,0,False,False
2019-11-16,non-holiday,In-store,Debit,Shoes,Womens casual shoes,wcs04,39.0,50,False,True
2019-11-16,non-holiday,Online,Credit,Clothing,Mens top,mt07,34.84,50,False,False
2019-11-16,non-holiday,Online,Debit,Shoes,Womens dress shoes,wds03,47.38,50,False,False
2019-11-16,non-holiday,Online,PPal,Clothing,Mens jeans,mj05,31.59,25,False,False
2019-11-16,non-holiday,Online,Credit,Clothing,Womens top,wt01,35.11,25,False,False
2019-11-16,non-holiday,Online,Credit,Shoes,Mens casual shoes,mcs01,67.39,0,False,False
2019-11-16,non-holiday,Online,Debit,Clothing,Mens jeans,mj01,35.14,0,False,False
2019-11-16,non-holiday,Online,Credit,Accessories,Belt,b04,24.68,75,True,False
2019-11-16,non-holiday,In-store,Credit,Clothing,Womens jeans,wj04,41.3,75,True,False
2019-11-16,non-holiday,Online,Credit,Clothing,Womens top,wt01,35.11,0,False,False
2019-11-16,non-holiday,Online,Credit,Accessories,Belt,b01,13.56,10,False,False
2019-11-16,non-holiday,Online,PPal,Clothing,Womens top,wt01,35.11,0,False,False
2019-11-16,non-holiday,Online,Credit,Clothing,Womens top,wt01,35.11,0,False,False
2019-11-16,non-holiday,Online,Credit,Clothing,Womens top,wt01,35.11,0,False,False
2019-11-16,non-holiday,Online,Debit,Clothing,Womens top,wt01,35.11,5,False,False
2019-11-16,non-holiday,Online,Credit,Clothing,Mens top,mt04,32.12,0,False,False
2019-11-16,non-holiday,Online,Credit,Clothing,Mens jeans,mj01,35.14,0,False,False
2019-11-16,non-holiday,In-store,Debit,Accessories,Purse,p06,73.82,15,False,False
2019-11-16,non-holiday,Online,Credit,Shoes,Mens dress shoes,mds01,110.75,0,False,False
2019-11-16,non-holiday,Online,Debit,Shoes,Mens casual shoes,mcs01,67.39,0,False,False
2019-11-16,non-holiday,Online,Credit,Clothing,Mens jeans,mj07,52.72,0,False,False
2019-11-16,non-holiday,In-store,Cash,Clothing,Mens jeans,mj04,41.22,0,False,False
